team	I-Skills

afreen	B-Name
jamadar	I-Name
active	O
member	O
of	O
iiit	O
committee	O
in	O
third	O
year	O
sangli	O
maharashtra	O
email	O
me	O
on	O
indeed	O
indeed.com/r/afreen-jamadar/8baf379b705e37c6	B-Email Address
i	O
wish	O
to	O
use	O
my	O
knowledge	O
skill	O
and	O
conceptual	O
understand	O
to	O
create	O
excellent	O
team	O
environment	O
and	O
work	O
consistently	O
achieve	O
organization	O
objective	O
believe	O
in	O
take	O
initiative	O
and	O
work	O
to	O
excellence	O
in	O
my	O
work	O
work	O
experience	O
active	O
member	O
of	O
iiit	O
committee	O
in	O
third	O
year	O
cisco	O
network	O
kanpur	O
uttar	O
pradesh	O
organize	O
by	O
techkriti	O
iit	O
kanpur	O
and	O
azure	O
skynet	O
personallity	O
trait	O
quick	O
learn	O
ability	O
hard	O
work	O
education	O
pg	B-Degree
cdac	B-College Name
acts	I-College Name
2017	B-Graduation Year
bachelor	B-Degree
of	I-Degree
engg	I-Degree
in	I-Degree
information	I-Degree
technology	I-Degree
shivaji	B-College Name
university	I-College Name
kolhapur	I-College Name
kolhapur	O
maharashtra	O
2016	B-Graduation Year
skill	O
database	B-Skills
less	I-Skills
than	I-Skills
1	I-Skills
year	I-Skills
html	I-Skills
less	I-Skills
than	I-Skills
1	I-Skills
year	I-Skills
linux	I-Skills
less	I-Skills
than	I-Skills
1	I-Skills
year	I-Skills
microsoft	I-Skills
access	I-Skills
less	I-Skills
than	I-Skills
1	I-Skills
year	I-Skills
microsoft	I-Skills
window	I-Skills
less	I-Skills
than	I-Skills
1	I-Skills
year	I-Skills
additional	I-Skills
information	I-Skills
technical	I-Skills
skill	I-Skills
programming	I-Skills
language	I-Skills
c	I-Skills
c++	I-Skills
java	I-Skills
.net	I-Skills
php	I-Skills
web	I-Skills
design	I-Skills
html	I-Skills
xml	I-Skills
operate	I-Skills
system	I-Skills
window	I-Skills
...	I-Skills
window	I-Skills
server	I-Skills
2003	I-Skills
linux	I-Skills
database	I-Skills
ms	I-Skills
access	I-Skills
ms	I-Skills
sql	I-Skills
server	I-Skills
2008	I-Skills
oracle	I-Skills
10g	I-Skills
mysql	I-Skills
https://www.indeed.com/r/afreen-jamadar/8baf379b705e37c6?isid=rex-download&ikw=download-top&co=in	O

akhil	B-Name
yadav	I-Name
polemaina	I-Name
hyderabad	O
telangana	O
email	O
me	O
on	O
indeed	O
indeed.com/r/akhil-yadav-polemaina	B-Email Address
f6931801c51c63b1	I-Email Address
senior	O
system	O
engineer	O
at	O
infosys	O
with	O
3.2	O
year	O
of	O
experience	O
in	O
software	O
development	O
and	O
maintenance	O
maintain	O
datum	O
process	O
use	O
mainframe	O
technology	O
for	O
multiple	O
front	O
end	O
application	O
of	O
walmart	O
retail	O
link	O
platform	O
and	O
ensure	O
on	O
deliverable	O
work	O
on	O
automate	O
the	O
use	O
case	O
to	O
reduce	O
manual	O
effort	O
in	O
solve	O
repeat	O
incident	O
use	O
service	O
now	O
orchestration	O
posses	O
good	O
analytical	O
logical	O
ability	O
and	O
systematic	O
approach	O
to	O
problem	O
analysis	O
strong	O
debug	O
and	O
troubleshoot	O
skill	O
good	O
exposure	O
to	O
retail	O
domain	O
willing	O
to	O
relocate	O
to	O
hyderbad	O
telangana	O
work	O
experience	O
senior	B-Designation
system	I-Designation
engineer	I-Designation
infosys	B-Companies worked at
limited	I-Companies worked at
hyderabad	O
telangana	O
january	O
2015	O
to	O
present	O
work	O
on	O
all	O
the	O
major	O
and	O
minor	O
enhancement	O
request	O
as	O
part	O
of	O
maintenance	O
and	O
support	O
activity	O
identify	O
and	O
fix	O
all	O
the	O
major	O
defect	O
in	O
the	O
application	O
perform	O
root	O
cause	O
analysis	O
for	O
production	O
issue	O
be	O
a	O
subject	O
matter	O
expert	O
involve	O
in	O
multiple	O
knowledge	O
transfer	O
and	O
knowledge	O
share	O
session	O
with	O
the	O
client	O
lead	O
a	O
peer	O
group	O
and	O
take	O
end	O
to	O
end	O
responsibility	O
for	O
all	O
the	O
critical	O
issue	O
enhancement	O
identify	O
the	O
use	O
case	O
which	O
can	O
be	O
automate	O
use	O
service	O
now	O
orchestration	O
create	O
workflow	O
to	O
automate	O
various	O
task	O
which	O
involve	O
manual	O
intervention	O
direct	O
interaction	O
with	O
the	O
client	O
on	O
various	O
business	O
impact	O
issue	O
on	O
a	O
daily	O
basis	O
set	O
up	O
weekly	O
status	O
review	O
meeting	O
and	O
code	O
review	O
meeting	O
with	O
the	O
client	O
senior	B-Designation
system	I-Designation
engineer	I-Designation
infosys	B-Companies worked at
limited	I-Companies worked at
hyderabad	O
telangana	O
january	O
2015	O
to	O
present	O
team	O
size	O
#	O
5	O
project	O
objective	O
provide	O
end	O
to	O
end	O
maintenance	O
and	O
support	O
activity	O
for	O
datum	O
process	O
of	O
the	O
most	O
critical	O
and	O
important	O
web	O
portal	O
retail	O
link	O
along	O
with	O
over	O
40	O
application	O
use	O
daily	O
by	O
all	O
the	O
supplier	O
and	O
business	O
user	O
of	O
walmart	O
the	O
large	O
retailer	O
in	O
the	O
world	O
retail	O
link	O
is	O
a	O
portal	O
which	O
host	O
100's	O
of	O
application	O
develop	O
across	O
technology	O
for	O
the	O
supplier	O
which	O
help	O
they	O
to	O
carry	O
on	O
day	O
activity	O
right	O
from	O
on	O
boarding	O
to	O
track	O
their	O
sale	O
this	O
involve	O
support	O
https://www.indeed.com/r/akhil-yadav-polemaina/f6931801c51c63b1?isid=rex-download&ikw=download-top&co=in	O
https://www.indeed.com/r/akhil-yadav-polemaina/f6931801c51c63b1?isid=rex-download&ikw=download-top&co=in	O
various	O
decision	O
support	O
system	O
report	O
which	O
help	O
the	O
higher	O
management	O
to	O
take	O
business	O
critical	O
decision	O
responsibility	O
work	O
on	O
all	O
the	O
major	O
and	O
minor	O
enhancement	O
request	O
as	O
part	O
of	O
maintenance	O
and	O
support	O
activity	O
identify	O
and	O
fix	O
all	O
the	O
major	O
defect	O
in	O
the	O
application	O
perform	O
root	O
cause	O
analysis	O
for	O
production	O
issue	O
be	O
a	O
subject	O
matter	O
expert	O
involve	O
in	O
multiple	O
knowledge	O
transfer	O
and	O
knowledge	O
share	O
session	O
with	O
the	O
client	O
lead	O
a	O
peer	O
group	O
and	O
take	O
end	O
to	O
end	O
responsibility	O
for	O
all	O
the	O
critical	O
issue	O
enhancement	O
identify	O
the	O
use	O
case	O
which	O
can	O
be	O
automate	O
use	O
service	O
now	O
orchestration	O
create	O
workflow	O
to	O
automate	O
various	O
task	O
which	O
involve	O
manual	O
intervention	O
direct	O
interaction	O
with	O
the	O
client	O
on	O
various	O
business	O
impact	O
issue	O
on	O
a	O
daily	O
basis	O
set	O
up	O
weekly	O
status	O
review	O
meeting	O
and	O
code	O
review	O
meeting	O
with	O
the	O
client	O
education	O
electrical	B-Degree
and	I-Degree
electronic	I-Degree
engineering	I-Degree
anurag	B-College Name
college	I-College Name
of	I-College Name
engineering	I-College Name
jntuh	I-College Name
skill	O
servicenow	B-Skills
1	O
year	O
mainframe	B-Skills
3	O
year	O
cobol	B-Skills
3	O
year	O
jcl	B-Skills
3	O
year	O
teradata	B-Skills
3	O
year	O
additional	O
information	O
technical	O
skill	O
domain	O
retail	O
technology	O
mainframe	B-Skills
cobol	O
jcl	O
db2	O
teradata	O
service	O
now	O
operate	O
system	O
mainframe	B-Skills
z	O
database	O
db2	O
sql	O
teradata	O
utility	O
file	O
idcam	O
dfsort	O
basic	O
librarian	O
ftp	O
ca-7	O
basic	O
tool	O
query	O
management	O
tool	O
qmf	O
sql	O
assistant	O
service	O
now	O
remedy	O
key	O
strength	O
effective	O
communication	O
skill	O
and	O
zeal	O
to	O
learn	O
flexibility	O
and	O
adaptability	O
good	O
leadership	O
quality	O
analytical	O
and	O
problem	O
solve	O
skill	O
achievement	O
receive	O
star	O
award	O
for	O
work	O
on	O
various	O
system	O
improvement	O
and	O
automation	O
activity	O
receive	O
multiple	O
insta	O
award	O
for	O
my	O
performance	O
in	O
the	O
project	O
work	O

alok	B-Name
khandai	I-Name
operational	B-Designation
analyst	I-Designation
sql	I-Designation
dba	I-Designation
engineer	I-Designation
unisys	B-Companies worked at
bengaluru	O
karnataka	O
email	O
me	O
on	O
indeed	O
indeed.com/r/alok-khandai/5be849e443b8f467	B-Email Address
have	O
3.5	O
year	O
of	O
it	O
experience	O
in	O
sql	O
database	O
administration	O
system	O
analysis	O
design	O
development	O
support	O
of	O
ms	O
sql	O
server	O
in	O
production	O
development	O
environment	O
replication	O
and	O
cluster	O
server	O
environment	O
work	O
experience	O
with	O
relational	O
database	O
such	O
as	O
sql	O
experience	O
in	O
installation	O
configuration	O
maintenance	O
and	O
administration	O
of	O
sql	O
server	O
experience	O
in	O
upgrade	O
sql	O
server	O
good	O
experience	O
with	O
implement	O
dr	O
solution	O
high	O
availability	O
of	O
database	O
server	O
use	O
database	O
mirror	O
and	O
replication	O
and	O
log	O
shipping	O
experience	O
in	O
implement	O
sql	O
server	O
security	O
and	O
object	O
permission	O
like	O
maintain	O
database	O
authentication	O
mode	O
creation	O
of	O
user	O
configure	O
permission	O
and	O
assign	O
role	O
to	O
user	O
experience	O
in	O
create	O
job	O
alert	O
sql	O
mail	O
agent	O
experience	O
in	O
perform	O
integrity	O
check	O
method	O
include	O
configure	O
the	O
database	O
maintenance	O
plan	O
wizard	O
and	O
dbcc	O
utility	O
experience	O
in	O
use	O
performance	O
monitor	O
sql	O
profiler	O
and	O
optimize	O
the	O
query	O
trace	O
long	O
run	O
query	O
and	O
deadlock	O
experience	O
in	O
apply	O
patch	O
and	O
service	O
pack	O
to	O
keep	O
the	O
database	O
at	O
current	O
patch	O
level	O
ability	O
to	O
manage	O
own	O
work	O
and	O
multitask	O
to	O
meet	O
tight	O
deadline	O
without	O
lose	O
sight	O
of	O
priority	O
willing	O
to	O
relocate	O
to	O
bengaluru	O
karnataka	O
work	O
experience	O
operational	B-Designation
analyst	I-Designation
sql	I-Designation
dba	I-Designation
engineer	I-Designation
unisys	B-Companies worked at
bengaluru	O
karnataka	O
july	O
2016	O
to	O
present	O
have	O
3.5	O
year	O
of	O
it	O
experience	O
in	O
sql	O
database	O
administration	O
system	O
analysis	O
design	O
development	O
support	O
of	O
ms	O
sql	O
server	O
in	O
production	O
development	O
environment	O
replication	O
and	O
cluster	O
server	O
environment	O
work	O
experience	O
with	O
relational	O
database	O
such	O
as	O
sql	O
experience	O
in	O
installation	O
configuration	O
maintenance	O
and	O
administration	O
of	O
sql	O
server	O
experience	O
in	O
upgrade	O
sql	O
server	O
good	O
experience	O
with	O
implement	O
dr	O
solution	O
high	O
availability	O
of	O
database	O
server	O
use	O
database	O
mirror	O
and	O
replication	O
and	O
log	O
shipping	O
experience	O
in	O
implement	O
sql	O
server	O
security	O
and	O
object	O
permission	O
like	O
maintain	O
database	O
authentication	O
mode	O
creation	O
of	O
user	O
configure	O
permission	O
and	O
assign	O
role	O
to	O
user	O
dba	O
support	O
analyst	O
microsoft	O
corporation	O
redmond	O
wa	O
https://www.indeed.com/r/alok-khandai/5be849e443b8f467?isid=rex-download&ikw=download-top&co=in	O
july	O
2016	O
to	O
present	O
client	O
description	O
microsoft	O
corporation	O
is	O
an	O
american	O
public	O
multinational	O
corporation	O
headquarter	O
in	O
redmond	O
washington	O
usa	O
that	O
develop	O
manufacture	O
license	O
and	O
support	O
a	O
wide	O
range	O
of	O
product	O
and	O
service	O
predominantly	O
relate	O
to	O
computing	O
through	O
its	O
various	O
product	O
division	O
environment	O
microsoft	O
have	O
e2e	O
development	O
and	O
production	O
environment	O
of	O
more	O
than	O
25000	O
server	O
and	O
application	O
we	O
be	O
responsible	O
for	O
pro	O
monitor	O
of	O
all	O
the	O
server	O
and	O
their	O
job	O
use	O
monitor	O
tool	O
to	O
reduce	O
critical	O
business	O
impact	O
by	O
alert	O
respective	O
peer	O
team	O
microsoft	O
service	O
enterprise	O
an	O
itsm	O
tool	O
be	O
use	O
for	O
ticket	O
and	O
sharepoint	O
portal	O
is	O
use	O
to	O
store	O
all	O
technical	O
and	O
process	O
documentation	O
role	O
and	O
responsibility	O
responsible	O
for	O
database	O
support	O
troubleshoot	O
plan	O
and	O
migration	O
resource	O
plan	O
and	O
coordination	O
for	O
application	O
migration	O
with	O
project	O
manager	O
application	O
and	O
web	O
app	O
team	O
project	O
involve	O
guidance	O
and	O
adherence	O
to	O
standardize	O
procedure	O
for	O
plan	O
datum	O
center	O
consolidation	O
for	O
worldwide	O
center	O
use	O
in	O
corporate	O
and	O
third	O
party	O
application	O
base	O
on	O
sql	O
2000	O
in	O
upgrade	O
project	O
to	O
sql	O
2005.	O
monitor	O
of	O
database	O
size	O
and	O
disk	O
space	O
in	O
production	O
stag	O
development	O
environment	O
perform	O
installation	O
of	O
sql	O
enterprise	O
2005	O
64bit	O
version	O
on	O
window	O
2003	O
server	O
on	O
enterprise	O
system	O
of	O
cluster	O
and	O
standalone	O
server	O
in	O
enterprise	O
datum	O
center	O
patch	O
application	O
failover	O
cluster	O
testing	O
and	O
resolution	O
on	O
hp	O
server	O
as	O
well	O
as	O
monitor	O
and	O
backup	O
report	O
setup	O
with	O
microsoft	O
operation	O
manager	O
and	O
backup	O
team	O
work	O
in	O
microsoft	O
production	O
environment	O
which	O
include	O
application	O
and	O
server	O
configure	O
transactional	O
replication	O
and	O
log	O
shipping	O
with	O
sql	O
server	O
management	O
studio	O
as	O
well	O
as	O
basic	O
account	O
management	O
and	O
troubleshoot	O
with	O
connectivity	O
security	O
and	O
firewall	O
issue	O
handle	O
issue	O
relate	O
to	O
server	O
availability	O
performance	O
perform	O
production	O
support	O
and	O
on	O
call	O
duty	O
conduct	O
performance	O
tune	O
use	O
sql	O
profiler	O
and	O
window	O
performance	O
monitor	O
work	O
with	O
various	O
business	O
group	O
while	O
develop	O
their	O
application	O
assist	O
in	O
database	O
design	O
instal	O
sql	O
server	O
client	O
phase	O
from	O
development	O
to	O
qa	O
and	O
to	O
production	O
environment	O
previous	O
project	O
project	O
title	O
finance	O
support	O
client	O
costco	O
wholesale	O
corporation	O
usa	O
team	O
size	O
22	O
role	O
dba	O
support	O
analyst	O
environment	O
window	O
10	O
sql	O
dba	O
analyst	O
engineer	O
hcl	O
technology	O
bengaluru	O
karnataka	O
november	O
2014	O
to	O
july	O
2016	O
perform	O
server	O
installation	O
and	O
configuration	O
for	O
sql	O
server	O
2005	O
and	O
sql	O
server	O
2000.	O
perform	O
installation	O
of	O
sql	O
server	O
service	O
pack	O
upgrade	O
database	O
from	O
sql	O
server	O
2000	O
to	O
sql	O
server	O
2005.	O
schedule	O
full	O
and	O
transactional	O
log	O
backup	O
for	O
the	O
user	O
create	O
and	O
system	O
database	O
in	O
the	O
production	O
environment	O
use	O
the	O
database	O
maintenance	O
plan	O
wizard	O
setup	O
backup	O
and	O
restoration	O
job	O
for	O
development	O
and	O
qa	O
environment	O
create	O
transactional	O
replication	O
for	O
the	O
report	O
application	O
implement	O
disaster	O
recovery	O
solution	O
at	O
the	O
remote	O
site	O
for	O
the	O
production	O
database	O
use	O
log	O
shipping	O
use	O
system	O
monitor	O
to	O
find	O
the	O
bottleneck	O
in	O
cpu	O
disk	O
I	O
and	O
memory	O
device	O
and	O
improve	O
the	O
database	O
server	O
performance	O
use	O
sql	O
server	O
profiler	O
to	O
monitor	O
and	O
record	O
database	O
activity	O
of	O
particular	O
user	O
and	O
application	O
use	O
dbcc	O
command	O
to	O
troubleshoot	O
issue	O
relate	O
to	O
database	O
consistency	O
work	O
with	O
various	O
business	O
group	O
while	O
develop	O
their	O
application	O
assist	O
in	O
database	O
design	O
instal	O
sql	O
server	O
client	O
phase	O
from	O
development	O
to	O
qa	O
and	O
to	O
production	O
environment	O
microsoft	O
corporation	O
november	O
2014	O
to	O
july	O
2016	O
client	O
description	O
costco	O
wholesale	O
corporation	O
operate	O
an	O
international	O
chain	O
of	O
membership	O
warehouse	O
mainly	O
under	O
the	O
costco	O
wholesale	O
name	O
that	O
carry	O
quality	O
brand	O
name	O
merchandise	O
at	O
substantially	O
lower	O
price	O
than	O
be	O
typically	O
find	O
at	O
conventional	O
wholesale	O
or	O
retail	O
source	O
the	O
warehouse	O
be	O
design	O
to	O
help	O
small	O
business	O
reduce	O
cost	O
in	O
purchase	O
for	O
resale	O
and	O
for	O
everyday	O
business	O
use	O
individual	O
may	O
also	O
purchase	O
for	O
their	O
personal	O
need	O
responsibility	O
perform	O
server	O
installation	O
and	O
configuration	O
for	O
sql	O
server	O
2005	O
and	O
sql	O
server	O
2000.	O
perform	O
installation	O
of	O
sql	O
server	O
service	O
pack	O
upgrade	O
database	O
from	O
sql	O
server	O
2000	O
to	O
sql	O
server	O
2005.	O
schedule	O
full	O
and	O
transactional	O
log	O
backup	O
for	O
the	O
user	O
create	O
and	O
system	O
database	O
in	O
the	O
production	O
environment	O
use	O
the	O
database	O
maintenance	O
plan	O
wizard	O
setup	O
backup	O
and	O
restoration	O
job	O
for	O
development	O
and	O
qa	O
environment	O
create	O
transactional	O
replication	O
for	O
the	O
report	O
application	O
implement	O
disaster	O
recovery	O
solution	O
at	O
the	O
remote	O
site	O
for	O
the	O
production	O
database	O
use	O
log	O
shipping	O
use	O
system	O
monitor	O
to	O
find	O
the	O
bottleneck	O
in	O
cpu	O
disk	O
I	O
and	O
memory	O
device	O
and	O
improve	O
the	O
database	O
server	O
performance	O
use	O
sql	O
server	O
profiler	O
to	O
monitor	O
and	O
record	O
database	O
activity	O
of	O
particular	O
user	O
and	O
application	O
use	O
dbcc	O
command	O
to	O
troubleshoot	O
issue	O
relate	O
to	O
database	O
consistency	O
work	O
with	O
various	O
business	O
group	O
while	O
develop	O
their	O
application	O
assist	O
in	O
database	O
design	O
instal	O
sql	O
server	O
client	O
phase	O
from	O
development	O
to	O
qa	O
and	O
to	O
production	O
environment	O
education	O
b.tech	B-College Name
in	I-College Name
computer	I-College Name
science	I-College Name
and	I-College Name
engineering	I-College Name
in	I-College Name
cse	I-College Name
indira	B-College Name
gandhi	I-College Name
institute	I-College Name
of	I-College Name
technology	I-College Name
2012	B-Graduation Year
skill	O
database	B-Skills
3	I-Skills
year	I-Skills
sql	I-Skills
3	I-Skills
year	I-Skills
sql	I-Skills
dba	I-Skills
additional	O
information	O
technical	O
proficiency	O
operate	I-Skills
environment	I-Skills
...	I-Skills
windows95/98/xp/nt	I-Skills
database	I-Skills
tool	I-Skills
sql	I-Skills
management	I-Skills
studio	I-Skills
mssql	I-Skills
business	I-Skills
development	I-Skills
studio	I-Skills
visual	I-Skills
studio	I-Skills
2005	I-Skills
database	I-Skills
language	I-Skills
sql	I-Skills
pl	I-Skills
ticket	I-Skills
track	I-Skills
tool	I-Skills
service	I-Skills
now	I-Skills
report	I-Skills
tool	I-Skills
ms	I-Skills
report	I-Skills
service	I-Skills
sas	I-Skills
language	I-Skills
c	I-Skills
c++	I-Skills
pl	I-Skills

ananya	B-Name
chavan	I-Name
lecturer	B-Designation
oracle	B-Companies worked at
tutorials	I-Companies worked at
mumbai	O
maharashtra	O
email	O
me	O
on	O
indeed	O
indeed.com/r/ananya	B-Email Address
chavan/738779ab71971a96	I-Email Address
seek	O
a	O
responsible	O
job	O
with	O
an	O
opportunity	O
for	O
professional	O
challenge	O
and	O
utilize	O
my	O
skill	O
up	O
to	O
its	O
extreme	O
work	O
experience	O
lecturer	B-Designation
oracle	O
tutorial	O
mumbai	O
maharashtra	O
april	O
2016	O
to	O
present	O
for	O
computer	O
science	O
std	O
11th	O
and	O
12th	O
2	O
year	O
work	O
at	O
dr.babasaheb	O
ambedkar	O
college	O
chembur	O
w	O
as	O
a	O
lecturer	B-Designation
for	O
b.sc.	O
computer	O
science	O
information	O
technology	O
f.y.j.c.	O
computer	O
science	O
i.t.	O
s.y.j.c.	O
computer	O
science	O
i.t.	O
work	O
at	O
live	O
as	O
a	O
head	O
of	O
the	O
it	O
department	O
and	O
lecturer	O
for	O
web	O
design	O
work	O
at	O
kohinoor	O
college	O
of	O
hotel	O
management	O
as	O
visit	O
lecturer	B-Designation
for	O
sem	O
i.	O
work	O
at	O
oracle	O
tutorial	O
as	O
a	O
lecturer	B-Designation
for	O
computer	O
science	O
std	O
11th	O
and	O
12th	O
education	O
mca	B-Degree
mumbai	B-College Name
university	I-College Name
mumbai	O
maharashtra	O
b.sc.	B-Degree
in	I-Degree
com.sci	I-Degree
mumbai	B-College Name
university	I-College Name
mumbai	O
maharashtra	O
skill	O
search	O
engine	B-Skills
marketing	I-Skills
2	I-Skills
year	I-Skills
sem	I-Skills
2	I-Skills
year	I-Skills
access	I-Skills
less	I-Skills
than	I-Skills
1	I-Skills
year	I-Skills
ajax	I-Skills
less	I-Skills
than	I-Skills
1	I-Skills
year	I-Skills
apache	I-Skills
less	I-Skills
than	I-Skills
1	I-Skills
year	I-Skills
additional	I-Skills
information	I-Skills
technical	I-Skills
skill	I-Skills
language	I-Skills
c	I-Skills
c++	I-Skills
java	I-Skills
j2ee	I-Skills
web	I-Skills
component	I-Skills
apis	I-Skills
jdbc	I-Skills
servlet	I-Skills
jsp	I-Skills
framework	I-Skills
spring	I-Skills
4	I-Skills
strut	I-Skills
2	I-Skills
orm	I-Skills
framework	I-Skills
hibernate	I-Skills
web	I-Skills
development	I-Skills
html5	I-Skills
css3	I-Skills
java	I-Skills
script	I-Skills
ajax	I-Skills
jquery	I-Skills
angular	I-Skills
js	I-Skills
https://www.indeed.com/r/ananya-chavan/738779ab71971a96?isid=rex-download&ikw=download-top&co=in	I-Skills
https://www.indeed.com/r/ananya-chavan/738779ab71971a96?isid=rex-download&ikw=download-top&co=in	I-Skills
application	I-Skills
server	I-Skills
apache	I-Skills
tomcat	I-Skills
ide	I-Skills
eclipse	I-Skills
netbean	I-Skills
database	I-Skills
ms	I-Skills
mysql	I-Skills
operate	I-Skills
system	I-Skills
window	I-Skills
7	I-Skills
8	I-Skills
10	I-Skills
ftp	I-Skills
client	I-Skills
filezilla	I-Skills
versione	I-Skills
tool	I-Skills
git	I-Skills
project	O
detail	O
real	O
estate	O
application	O
client	O
global	O
realtor	O
pvt	O
ltd	O
pune	O
front	O
java	O
j2ee	O
jdbc	O
servlet	O
jsp	O
jquery	O
back	O
end	O
mysql	O
duration	O
6	O
month	O
internship	O
company	O
name	O
aryantech	O
india	O
pvt	O
ltd	O
pune	O
my	O
role	O
developer	O
as	O
trainee	O
module	O
module	O
4.	O
description	O
develop	O
as	O
a	O
mca	B-Degree
final	O
sem	O
project	O
for	O
global	O
realtor	O
pvt.ltd	O
hinjewadi	O
pune	O
the	O
real	O
estate	O
web	O
application	O
is	O
an	O
interactive	O
effective	O
and	O
revenue	O
website	O
design	O
for	O
the	O
real	O
estate	O
industry	O
the	O
main	O
objective	O
of	O
this	O
application	O
is	O
to	O
help	O
the	O
real	O
estate	O
company	O
to	O
display	O
unlimited	O
number	O
of	O
property	O
listing	O
on	O
the	O
website	O
beauty	O
parlor	O
management	O
system	O
b.sc.	O
com.sci.	O
tool	O
vb	O
6.0	O
language	O
vb	O
database	O
ms	O
operate	O
system	O
window	O
xp	O
the	O
beauty	O
parlor	O
management	O
system	O
is	O
an	O
easy	O
and	O
effective	O
system	O
to	O
use	O
the	O
main	O
feature	O
of	O
this	O
system	O
be	O
to	O
avoid	O
manual	O
work	O
and	O
keep	O
store	O
all	O
appointment	O
of	O
customer	O
web	O
design	O
project	O
reptiles.com	O
b.sc.	O
com.sci.	O
language	O
html	O
and	O
asp	O
tool	O
dreamweaver	O
8.0	O
database	O
ms	O
operate	O
system	O
window	O
xp	O
the	O
reptiles.com	O
is	O
a	O
simple	O
informative	O
site	O
the	O
main	O
feature	O
of	O
this	O
system	O
be	O
to	O
give	O
all	O
information	O
of	O
snake	O

anvitha	B-Name
rao	I-Name
automation	B-Designation
developer	I-Designation
email	O
me	O
on	O
indeed	O
indeed.com/r/anvitha-rao/9d6acc68cc30c71c	B-Email Address
seek	O
a	O
software	O
development	O
internship	O
position	O
for	O
summer	O
2018	O
that	O
utilize	O
my	O
technical	O
skill	O
education	O
and	O
passion	O
for	O
solve	O
interesting	O
problem	O
as	O
a	O
software	O
professional	O
willing	O
to	O
relocate	O
anywhere	O
work	O
experience	O
automation	B-Designation
developer	I-Designation
sap	B-Companies worked at
labs	I-Companies worked at
bengaluru	O
karnataka	O
august	O
2016	B-Graduation Year
to	O
august	O
2017	O
work	O
as	O
an	O
automation	O
developer	O
in	O
the	O
development	O
of	O
cloud	O
base	O
human	O
capital	O
management	O
system	O
and	O
integration	O
framework	O
dell	O
boomi	O
and	O
sap	O
hana	O
cloud	O
platform	O
integration	O
development	O
of	O
automation	O
framework	O
use	O
java	O
selenium	O
and	O
restful	O
api	O
for	O
payroll	O
project	O
collaborate	O
with	O
customer	O
on	O
migrating	O
payroll	O
project	O
to	O
sap	O
hana	O
cloud	O
platform	O
integration	O
involve	O
in	O
